customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,AverageDataUsage(GB),NumberofDevicesConnected,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerSatisfactionScore,AdjustedCustomerSatisfactionScore,ComplaintsReceived,ContractRenewalDate,DataOverageFees,CustomerLifetimeValue,LastContactDate,PromotionReceived,ContractRenewalYear,ContractRenewalMonth,ContractRenewalDay,LastContactYear,LastContactMonth,LastContactDay,ChurnRiskScore,MonthlyRevenue,TenureCategory,MonthlyChargesCategory,CustomerSatisfactionCategory,MonthlyCharges_DataUsage
7634-WSWDB,Female,0,No,Yes,8,No,No phone service,DSL,370,5,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,No,58.38077544972127,73.96019374,1.2002055892537484,2023-10-01,44.827538218297576,154.0,2023-09-05,No,2023,10,1,2023,9,5,65.18,83.32753821829758,Short-term,Medium,Medium,14245.0
6986-IXNDM,Male,0,No,No,14,Yes,No,Fiber optic,743,7,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,No,44.66225443049108,77.70451344639653,7.771023430865915,2023-10-08,13.34099658720075,650.3000000000001,2023-09-02,Yes,2023,10,8,2023,9,2,50.89,106.24099658720075,Mid-term,High,Low,69024.7
1731-TVIUK,Female,0,No,No,4,Yes,Yes,Fiber optic,773,10,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,62.93104389,53.93873218164743,27.632383092229013,2023-10-26,18.445037702321496,187.0,2023-09-08,Yes,2023,10,26,2023,9,8,39.3,111.9450377023215,Short-term,High,Medium,72275.5
2987-BJXIK,Female,0,No,No,70,Yes,Yes,DSL,337,8,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,No,40.36768343174294,63.605158374745656,7.4813883158527315,2024-07-26,40.09873350345977,2964.5,2023-09-13,Yes,2024,7,26,2023,9,13,102.89,124.79873350345977,Long-term,High,Low,28543.9
9769-TSBZE,Female,0,No,Yes,70,Yes,Yes,DSL,946,10,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,66.0,4891.5,No,81.26649181760965,76.07528893939127,12.629686401273252,2024-10-08,12.051753959248623,2310.0,2023-07-19,No,2024,10,8,2023,7,19,138.64,78.05175395924863,Long-term,Medium,High,62436.0
0406-BPDVR,Female,1,Yes,No,54,Yes,Yes,Fiber optic,568,1,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,39.02375430615519,58.29323772582863,29.09177430546883,2024-03-27,29.70141522857157,2740.5,2023-09-13,Yes,2024,3,27,2023,9,13,63.93,131.20141522857156,Long-term,High,Low,57652.0
0618-XWMSS,Male,0,No,Yes,28,Yes,No,Fiber optic,361,1,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes,70.42686371774738,43.68348475486357,36.70665035,2023-10-07,27.68428139,1048.6,2023-09-03,No,2023,10,7,2023,9,3,61.72,102.58428139,Mid-term,High,Medium,27038.9
1395-WSWXR,Male,0,No,No,24,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,487.05,No,38.832822702157046,89.96570510579447,11.219454708102257,2025-01-14,0.0,249.0,2023-09-03,No,2025,1,14,2023,9,3,51.61,20.75,Mid-term,Low,Low,0.0
6023-GSSXW,Female,0,Yes,No,69,Yes,No,DSL,28,7,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,No,65.19553293195037,75.33504620771802,4.035133144904316,2024-08-17,0.0,2120.025,2023-09-02,Yes,2024,8,17,2023,9,2,130.16,61.45,Long-term,Medium,Medium,1720.6000000000001
6752-APNJL,Male,0,Yes,Yes,42,Yes,No,DSL,475,1,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.5,2301.15,No,94.65067233706802,86.40479795200824,8.036368807870913,2023-10-05,31.19762347720932,1144.5,2023-06-21,No,2023,10,5,2023,6,21,128.61,85.69762347720932,Long-term,Medium,High,25887.5
5276-KQWHG,Female,1,No,No,2,Yes,No,Fiber optic,696,4,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,75.40971837153693,52.912027551380326,30.46210573669618,2023-10-23,16.454694335535326,69.6,2023-09-10,No,2023,10,23,2023,9,10,46.95,86.05469433553532,Short-term,Medium,High,48441.6
0420-HLGXF,Female,1,No,No,39,Yes,Yes,Fiber optic,241,2,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036,No,57.04759592552599,78.09496894002189,8.142689894561572,2023-10-25,0.0,1945.125,2023-09-02,Yes,2023,10,25,2023,9,2,87.9,99.75,Long-term,High,Medium,24039.75
7446-KQISO,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,892,10,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No,69.53194766591373,83.24057028,1.1200887651905376,2025-08-01,42.21729317199945,2469.375,2023-09-07,Yes,2025,8,1,2023,9,7,113.41,151.96729317199944,Long-term,High,Medium,97897.0
9823-EALYC,Male,0,Yes,Yes,72,Yes,Yes,DSL,604,5,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.85,5727.45,No,70.27025308,68.52308610184332,5.095266364933153,2025-03-31,40.40643719160636,2910.6,2023-07-19,No,2025,3,31,2023,7,19,137.17,121.25643719160635,Long-term,High,Medium,48833.399999999994
0582-AVCLN,Female,0,No,No,38,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,No,77.08945518765108,80.8520945,6.145931846929553,2024-09-19,0.0,385.7,2023-08-21,No,2024,9,19,2023,8,21,108.94,20.3,Long-term,Low,High,0.0
5803-NQJZO,Male,0,Yes,No,72,Yes,Yes,DSL,705,10,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No,49.49712455,50.08864029099277,17.16812509910473,2025-06-07,15.969978789658956,2440.8,2023-09-12,Yes,2025,6,7,2023,9,12,104.33,83.76997878965895,Long-term,Medium,Low,47799.0
2565-JSLRY,Male,0,No,No,1,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,78.88850910770996,46.36426705084971,30.67641254276159,2023-10-24,0.0,12.025,2023-09-05,No,2023,10,24,2023,9,5,49.21,24.05,Short-term,Low,High,0.0
2607-DHDAK,Male,0,Yes,Yes,72,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,No,29.43412552595837,78.13103841838016,10.957253579786762,2025-06-09,0.0,712.8000000000001,2023-08-30,No,2025,6,9,2023,8,30,90.48,19.8,Long-term,Low,Low,0.0
1073-XXCZD,Male,0,Yes,No,55,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,No,60.551731714542846,63.69526756,13.31084377,2024-08-04,0.0,706.75,2023-09-06,No,2024,8,4,2023,9,6,102.24,25.7,Long-term,Low,Medium,0.0
0743-HRVFF,Female,0,Yes,Yes,51,No,No phone service,DSL,396,6,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,No,62.67589236322683,92.05994516546816,2.5068225142539404,2024-03-14,37.18788867333381,1431.825,2023-09-06,Yes,2024,3,14,2023,9,6,111.17,93.33788867333381,Long-term,Medium,Medium,22235.399999999998
4006-HKYHO,Male,0,No,No,63,Yes,No,DSL,86,10,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.7,5309.5,No,79.49990239106857,87.77407352764511,15.971072415069958,2025-09-08,0.0,2731.05,2023-08-23,No,2025,9,8,2023,8,23,126.53,86.7,Long-term,High,High,7456.2
3727-JEZTU,Female,0,No,No,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No,70.33946279015304,84.66670981966081,16.505510315120464,2023-10-26,0.0,10.2,2023-08-21,No,2023,10,26,2023,8,21,54.83,20.4,Short-term,Low,Medium,0.0
8143-ETQTI,Female,0,Yes,Yes,23,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.65,451.55,No,48.91655419,95.21006227,0.008275164,2024-12-21,0.0,225.975,2023-09-11,No,2024,12,21,2023,9,11,71.91,19.65,Mid-term,Low,Low,0.0
6689-KXGBO,Female,0,No,No,1,Yes,No,DSL,272,10,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.55,50.55,Yes,55.225103112744776,48.15967600800997,22.763911103710207,2023-10-21,0.0,25.275,2023-09-01,Yes,2023,10,21,2023,9,1,33.46,50.55,Short-term,Medium,Medium,13749.599999999999
9667-TKTVZ,Female,0,No,No,2,Yes,Yes,DSL,314,2,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.35,117.05,No,72.98020014,70.51083479175162,6.473416380420759,2023-10-27,17.737413718259305,54.35,2023-08-18,No,2023,10,27,2023,8,18,68.51,72.08741371825931,Short-term,Medium,Medium,17065.9
3657-COGMW,Female,1,No,No,52,Yes,Yes,Fiber optic,167,1,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,No,68.81398987203166,97.47363197915558,12.478827865077552,2023-10-19,0.0,2810.6,2023-09-13,Yes,2023,10,19,2023,9,13,108.34,108.1,Long-term,High,Medium,18052.7
8570-KLJYJ,Female,0,No,No,36,Yes,Yes,DSL,560,7,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,No,61.313138355463806,89.32191564260384,13.221942267690912,2024-04-19,20.393125517611978,980.1,2023-09-06,Yes,2024,4,19,2023,9,6,84.09,74.84312551761198,Long-term,Medium,Medium,30492.0
7754-IXRMC,Female,0,No,No,1,Yes,No,DSL,635,1,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35,45.35,No,62.78749315732031,77.63444712781055,6.607526347563892,2023-10-19,45.44344435254065,22.675,2023-09-04,No,2023,10,19,2023,9,4,57.18,90.79344435254066,Short-term,Medium,Medium,28797.25
9473-CBZOP,Female,0,No,No,28,Yes,Yes,DSL,462,5,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,No,80.44251995738934,91.35620147182944,8.472502684731735,2024-02-12,45.82759777066466,826.0,2023-08-13,No,2024,2,12,2023,8,13,99.97,104.82759777066465,Mid-term,Medium,High,27258.0
2969-WGHQO,Female,0,Yes,Yes,7,Yes,No,DSL,509,1,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,69.45,477.05,No,62.23461140696178,68.93706487588366,7.013094694774286,2024-04-12,21.89148817125306,243.075,2023-09-11,Yes,2024,4,12,2023,9,11,62.22,91.34148817125306,Short-term,Medium,Medium,35350.05
6615-NGGZJ,Male,0,No,No,14,Yes,Yes,Fiber optic,91,10,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Yes,68.67863134,25.121779424376687,28.453780461836352,2023-10-21,0.0,703.85,2023-09-06,Yes,2023,10,21,2023,9,6,54.22,100.55,Mid-term,High,Medium,9150.05
4334-HOWRP,Male,1,Yes,No,72,No,No phone service,DSL,204,2,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.95,4546,No,100.0,71.75485838472326,10.552090234730596,2024-11-26,0.0,2338.2000000000003,2023-08-18,No,2024,11,26,2023,8,18,161.45,64.95,Long-term,Medium,,13249.800000000001
4255-DDUOU,Female,0,Yes,Yes,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,48.64476044674116,47.782185962838646,28.79342548127636,2023-09-29,0.0,10.25,2023-09-01,No,2023,9,29,2023,9,1,20.85,20.5,Short-term,Low,Low,0.0
5863-OOKCL,Female,0,No,No,10,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,No,42.22235902638012,73.91410277,15.985892657309565,2023-10-21,0.0,94.25,2023-09-01,No,2023,10,21,2023,9,1,36.24,18.85,Short-term,Low,Low,0.0
1686-STUHN,Male,0,No,No,42,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,849.9,No,81.75384497,74.71022291935985,6.1447892142939775,2024-02-17,0.0,415.8,2023-07-29,No,2024,2,17,2023,7,29,117.61,19.8,Long-term,Low,High,0.0
1329-VHWNP,Female,0,No,No,7,No,No phone service,DSL,844,7,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.05,189.95,No,59.82035408058845,69.43442357239748,15.00410248884207,2023-10-13,36.92368523644868,87.675,2023-09-13,No,2023,10,13,2023,9,13,51.82,61.973685236448674,Short-term,Low,Medium,21142.2
2984-MIIZL,Male,0,No,No,4,Yes,No,Fiber optic,535,9,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,65.22643708,59.69369302408055,25.85428257278297,2023-10-25,42.97401788997398,149.6,2023-09-09,Yes,2023,10,25,2023,9,9,43.37,117.77401788997398,Short-term,High,Medium,40018.0
0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,408,7,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,No,58.28265432803329,92.23083067095324,6.091639638265562,2025-05-31,25.879686488298965,4114.8,2023-09-02,Yes,2025,5,31,2023,9,2,124.19,140.17968648829896,Long-term,High,Medium,46634.4
5590-YRFJT,Female,0,Yes,No,20,No,No phone service,DSL,438,10,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,Yes,66.10299788848731,43.68597444433442,30.10832705851782,2023-10-09,16.252678828354433,244.5,2023-08-30,No,2023,10,9,2023,8,30,55.99,40.702678828354436,Mid-term,Low,Medium,10709.1
5574-NXZIU,Male,0,No,No,63,Yes,No,Fiber optic,883,3,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,No,93.97807168144512,77.41145599630168,5.761863937515579,2024-12-29,39.51803789590369,3439.8,2023-08-03,No,2024,12,29,2023,8,3,151.22,148.7180378959037,Long-term,High,High,96423.6
0019-GFNTW,Female,0,No,No,56,No,No phone service,DSL,120,9,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,2560.1,No,82.03192688,83.52504968,14.092973091716066,2024-07-12,0.0,1261.4,2023-08-09,No,2024,7,12,2023,8,9,123.94,45.05,Long-term,Medium,High,5406.0
4256-ZWTZI,Female,0,No,Yes,5,Yes,No,DSL,258,8,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,No,82.93335267830466,74.29648634,14.609681890038082,2023-10-15,0.0,127.5,2023-07-27,No,2023,10,15,2023,7,27,73.32,51.0,Short-term,Medium,High,13158.0
8309-PPCED,Female,0,Yes,No,72,Yes,Yes,Fiber optic,69,3,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,No,48.75659416311032,61.79396699451483,14.257049683813271,2025-02-03,0.0,3976.2,2023-09-08,Yes,2025,2,3,2023,9,8,106.5,110.45,Long-term,High,Low,7621.05
4098-NAUKP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,956,7,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.65,5683.6,No,52.73269395170696,82.70057358391422,3.4210129589092944,2023-10-03,13.249185392266906,2878.1000000000004,2023-09-01,Yes,2023,10,3,2023,9,1,117.31,97.89918539226692,Long-term,High,Medium,80925.40000000001
5196-WPYOW,Male,0,Yes,Yes,67,Yes,No,DSL,356,1,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,3994.05,No,27.4138201077186,60.87745024580223,7.670245109639746,2024-03-24,49.70327181951053,2011.675,2023-09-02,Yes,2024,3,24,2023,9,2,86.74,109.75327181951053,Long-term,Medium,Low,21377.8
4608-LCIMN,Male,0,Yes,Yes,8,Yes,No,DSL,488,1,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,No,57.85928768375869,79.31365953914532,14.114942960016606,2023-10-23,16.24806031722397,178.6,2023-09-08,No,2023,10,23,2023,9,8,51.74,60.898060317223965,Short-term,Medium,Medium,21789.2
1485-YDHMM,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,942,5,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,No,84.35054779578488,66.31684961,10.207709202819473,2023-10-19,49.53683975853925,2424.5,2023-08-07,No,2023,10,19,2023,8,7,126.14,142.78683975853926,Long-term,High,High,87841.5
4054-CUMIA,Female,0,Yes,Yes,18,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,401.95,No,77.75419773622556,99.87275999230808,4.631535769012679,2023-10-01,0.0,182.25,2023-08-23,No,2023,10,1,2023,8,23,91.12,20.25,Mid-term,Low,High,0.0
0603-TPMIB,Female,0,Yes,Yes,59,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,No,66.67730105571815,89.11362722174722,12.29158969562721,2024-10-11,0.0,750.775,2023-09-09,No,2024,10,11,2023,9,9,113.39,25.45,Long-term,Low,Medium,0.0
2525-GVKQU,Female,0,No,No,60,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093,No,69.66549574,81.05753791,6.425963705042648,2025-04-24,0.0,618.0,2023-09-05,No,2025,4,24,2023,9,5,123.24,20.6,Long-term,Low,Medium,0.0
8161-QYMTT,Male,0,No,No,7,Yes,Yes,Fiber optic,518,6,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,No,59.66671686136892,92.63706677654667,18.97262424196106,2023-10-29,33.11228201004339,329.35,2023-09-09,Yes,2023,10,29,2023,9,9,47.69,127.21228201004338,Short-term,High,Medium,48743.799999999996
9581-GVBXT,Male,0,Yes,Yes,59,No,No phone service,DSL,821,6,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,No,73.07138323602676,71.53684022534264,17.72420731209129,2024-03-10,44.64406181511339,1026.6,2023-06-25,No,2024,3,10,2023,6,25,114.35,79.44406181511339,Long-term,Low,Medium,28570.8
5862-BRIXZ,Male,0,No,No,46,No,No phone service,DSL,216,1,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,No,81.48817419220921,85.43479378670094,13.020487131777836,2024-11-02,0.0,1397.25,2023-08-26,No,2024,11,2,2023,8,26,114.47,60.75,Long-term,Medium,High,13122.0
5404-GGUKR,Male,0,No,No,5,Yes,No,DSL,216,9,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.35,262.3,No,45.761698188842914,81.99810433718713,16.80503352384887,2023-10-12,0.0,128.375,2023-09-12,Yes,2023,10,12,2023,9,12,33.96,51.35,Short-term,Medium,Low,11091.6
3308-JSGML,Male,1,Yes,No,59,No,No phone service,DSL,148,9,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,No,74.49471531756022,82.64020081,10.323956750616906,2025-04-22,0.0,1889.475,2023-07-26,No,2025,4,22,2023,7,26,123.17,64.05,Long-term,Medium,Medium,9479.4
2126-GSEGL,Female,0,Yes,No,70,Yes,Yes,DSL,766,6,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,No,83.98652306432001,92.72353500106767,13.82718747187508,2025-01-09,26.44761903477964,2968.0,2023-08-12,No,2025,1,9,2023,8,12,140.16,111.24761903477963,Long-term,High,High,64956.799999999996
3677-TNKIO,Female,0,No,No,14,Yes,No,Fiber optic,566,5,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914,Yes,63.773495665549454,50.52526368215316,27.85408854886173,2023-10-08,27.09945816361072,497.0,2023-09-01,Yes,2023,10,8,2023,9,1,49.92,98.09945816361072,Mid-term,High,Medium,40186.0
0440-QEXBZ,Female,0,No,No,44,Yes,Yes,DSL,294,5,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,No,80.51050918180876,87.32492102779803,17.388601476510374,2023-10-16,0.0,1103.3,2023-07-20,No,2023,10,16,2023,7,20,107.12,50.15,Long-term,Medium,High,14744.1
2434-EEVDB,Female,0,Yes,No,64,Yes,Yes,Fiber optic,647,2,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,No,100.0,82.88723662825024,11.227493408971563,2025-07-18,32.56927266738144,3027.2,2023-08-07,No,2025,7,18,2023,8,7,152.77,127.16927266738143,Long-term,High,,61206.2
6762-QVYJO,Female,0,Yes,Yes,58,No,No phone service,DSL,398,1,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,No,68.43485810519662,63.45112563771704,8.724064142428581,2024-11-16,44.02298112060464,1732.75,2023-09-06,Yes,2024,11,16,2023,9,6,117.71,103.77298112060464,Long-term,Medium,Medium,23780.5
6199-IWKGC,Female,1,Yes,No,46,Yes,Yes,Fiber optic,381,5,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.25,4753.85,No,75.89960575007986,70.39953704720537,1.476890209114421,2024-04-21,18.06113512025252,2305.75,2023-07-23,No,2024,4,21,2023,7,23,120.42,118.31113512025252,Long-term,High,High,38195.25
2675-DHUTR,Male,1,Yes,No,58,Yes,Yes,Fiber optic,787,8,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,No,58.92914374507913,78.77291066404275,9.584332371,2023-10-14,47.37732155013766,2868.1000000000004,2023-09-04,Yes,2023,10,14,2023,9,4,107.34,146.27732155013766,Long-term,High,Medium,77834.3
8152-VETUR,Female,0,Yes,No,72,Yes,Yes,Fiber optic,334,3,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,No,72.71876743903076,80.93372374276652,14.117115922811555,2024-09-20,37.56350614992918,3517.2000000000003,2023-08-21,No,2024,9,20,2023,8,21,130.6,135.26350614992919,Long-term,High,Medium,32631.8
9667-EQRXU,Female,1,No,No,30,No,No phone service,DSL,612,6,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,76.90407437473456,42.44049293,30.39997927621791,2023-10-04,42.93092850720121,604.5,2023-09-11,No,2023,10,4,2023,9,11,76.5,83.23092850720121,Mid-term,Medium,High,24663.6
7446-YPODE,Male,1,No,No,11,Yes,Yes,DSL,524,6,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95,No,72.92263510405208,68.69796275326075,14.728167137838147,2023-10-11,32.247627705200465,331.375,2023-06-17,No,2023,10,11,2023,6,17,69.19,92.49762770520047,Short-term,Medium,Medium,31571.0
9522-BNTHX,Female,1,No,No,34,No,No phone service,DSL,439,2,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,No,54.70457020436715,100.0,12.52182532859205,2023-10-20,41.18066805696254,956.25,2023-09-06,Yes,2023,10,20,2023,9,6,76.18,97.43066805696253,Mid-term,Medium,Medium,24693.75
4676-WLUHT,Male,0,No,No,54,No,No phone service,DSL,188,1,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,No,73.09542656988177,95.16394055253572,7.293504525188801,2024-11-30,0.0,1247.4,2023-07-16,No,2024,11,30,2023,7,16,119.8,46.2,Long-term,Medium,Medium,8685.6
3329-WDIOK,Female,0,No,No,3,No,No phone service,DSL,421,8,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,91.93293908076456,53.60441676292773,30.60751504909468,2023-10-19,42.73521699118141,75.9,2023-09-02,No,2023,10,19,2023,9,2,64.33,93.33521699118141,Short-term,Medium,High,21302.600000000002
7980-MHFLQ,Female,0,Yes,Yes,72,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.9,1859.2,No,76.72953647,86.02118320392483,0.1158921552620473,2025-07-24,0.0,896.4,2023-07-27,No,2025,7,24,2023,7,27,148.61,24.9,Long-term,Low,High,0.0
2873-ZLIWT,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,191,8,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.85,3303.05,Yes,84.42980783607761,47.834768024638265,25.22122821088678,2023-10-16,0.0,1697.0,2023-09-03,No,2023,10,16,2023,9,3,99.21,84.85,Long-term,High,High,16206.349999999999
3415-TAILE,Female,0,Yes,Yes,2,Yes,No,DSL,657,2,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Yes,66.44482044981058,40.60758459317993,28.00649108758405,2023-10-14,49.67850988954573,65.7,2023-09-09,Yes,2023,10,14,2023,9,9,40.44,115.37850988954574,Short-term,Medium,Medium,43164.9
0757-WCUUZ,Male,0,Yes,Yes,54,Yes,Yes,DSL,564,6,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,No,81.24850359135566,80.72036861283745,7.523924509976324,2024-12-13,21.762698487071116,1710.45,2023-07-10,No,2024,12,13,2023,7,10,127.72,85.11269848707111,Long-term,Medium,High,35729.4
1629-DQQVB,Female,0,No,No,14,Yes,No,DSL,416,2,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,No,74.18901757,77.87791030098849,8.478275644730243,2023-10-11,18.412742251431744,350.7,2023-06-22,No,2023,10,11,2023,6,22,79.71,68.51274225143175,Mid-term,Medium,Medium,20841.600000000002
1915-IOFGU,Female,0,No,No,1,Yes,No,Fiber optic,575,4,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,55.73633905469152,63.32551467665128,30.38687141380417,2023-10-26,40.61453455432163,35.25,2023-09-11,Yes,2023,10,26,2023,9,11,26.35,111.11453455432164,Short-term,High,Medium,40537.5
3045-XETSH,Female,0,No,No,10,Yes,Yes,Fiber optic,234,4,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,74.77781507198311,59.28932013532215,35.92149715578363,2023-10-12,0.0,474.25,2023-09-06,No,2023,10,12,2023,9,6,48.86,94.85,Short-term,High,Medium,22194.899999999998
0374-AACSZ,Female,0,No,No,1,Yes,No,DSL,83,7,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,No,55.12455004839534,70.48081539977764,8.435355164049929,2023-10-17,0.0,25.075,2023-09-05,Yes,2023,10,17,2023,9,5,47.69,50.15,Short-term,Medium,Medium,4162.45
7239-HZZCX,Male,0,No,No,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,60.50679587672812,43.950932360718255,31.283595863978704,2023-09-29,0.0,9.875,2023-09-01,No,2023,9,29,2023,9,1,30.22,19.75,Short-term,Low,Medium,0.0
