customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,AverageDataUsage(GB),NumberofDevicesConnected,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerSatisfactionScore,AdjustedCustomerSatisfactionScore,ComplaintsReceived,ContractRenewalDate,DataOverageFees,CustomerLifetimeValue,LastContactDate,PromotionReceived
4061-UKJWL,Male,0,No,No,3,Yes,No,DSL,881,4,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,No,70.05063259895742,79.11637040794665,21.204632781028963,2023-10-08,21.982627118154955,68.17500000000001,2023-09-13,No
5380-XPJNZ,Female,0,No,No,38,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,74.91731759264628,76.29988970117873,12.382150833585625,2024-03-06,0.0,380.95,2023-07-27,No
8263-QMNTJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,905,6,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No,83.86405209306744,77.41203937332898,9.233697233003474,2024-10-13,30.02497072281671,4159.8,2023-08-15,No
8178-EYZUO,Male,0,No,No,46,Yes,Yes,Fiber optic,113,3,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes,54.791560715611936,64.44412195055088,31.53394981230726,2023-10-28,0.0,2155.1,2023-09-10,Yes
3230-JCNZS,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,384,9,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,71.28530742105039,95.98647170504717,17.07602263350912,2025-05-12,38.283459090667925,3514.5,2023-08-16,No
0277-ORXQS,Male,0,Yes,Yes,66,No,No phone service,DSL,186,2,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,56.11863060910619,85.6091944794124,19.20907804693304,2024-11-01,0.0,1668.1499999999999,2023-08-31,Yes
5130-IEKQT,Male,1,No,No,25,Yes,Yes,Fiber optic,843,9,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,Yes,73.83075633511476,37.72320035543943,19.33440391140945,2023-10-09,12.916073414716141,1324.375,2023-07-05,No
3230-WYKIR,Male,0,No,No,18,Yes,Yes,DSL,394,10,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,56.56980516455464,44.08721990630294,24.86644754107367,2024-03-11,26.114931305305483,738.0,2023-09-10,Yes
7996-BPXHY,Female,0,Yes,Yes,13,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,63.87848741259669,77.0451968197084,9.273252888430576,2024-12-06,0.0,162.5,2023-09-10,No
3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,DSL,81,7,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,55.062769078146566,86.96954404510736,11.73698743217381,2025-09-11,0.0,2975.375,2023-09-08,Yes
0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,Fiber optic,668,9,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,79.76704362735485,53.58344511076003,30.85207708796556,2023-10-19,21.240179956348545,2872.5,2023-09-07,No
2266-FUBDZ,Male,0,Yes,Yes,15,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,No,82.87676674984998,76.6618051024399,5.059985909985295,2025-01-24,0.0,145.125,2023-07-18,No
8237-ULIXL,Female,0,Yes,No,72,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No,66.48069145063879,91.73124637586642,9.264036246159945,2025-09-11,0.0,894.6,2023-09-11,No
9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,990,1,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,70.57356992440043,38.034420713833136,30.677590013958977,2023-10-15,26.204107781102657,1410.75,2023-09-12,No
8216-AZUUZ,Female,0,Yes,Yes,42,Yes,No,Fiber optic,647,5,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,No,48.27112878049684,83.69642192198094,9.00468723120065,2024-07-27,46.244440085299885,2108.4,2023-09-01,Yes
9153-BTBVV,Female,0,Yes,No,71,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753,No,65.50485027989819,78.92697855995772,10.92413516810827,2024-12-01,0.0,887.5,2023-09-03,No
4074-SJFFA,Female,0,No,No,1,Yes,No,DSL,243,4,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,69.24693074437383,35.064902217468564,28.88625893423989,2023-10-26,0.0,27.375,2023-08-30,Yes
3269-ATYWD,Male,1,No,No,39,Yes,Yes,Fiber optic,192,6,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,100.0,28.76052417299335,31.844586014541235,2023-10-06,0.0,1865.1750000000002,2023-09-03,No
5186-PEIZU,Female,0,No,No,35,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,No,53.320494613387545,84.47716925810278,11.663802393185051,2023-10-25,0.0,336.875,2023-09-04,No
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,Fiber optic,560,7,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,No,91.96265858128656,64.29123847931501,12.7991422441403,2023-10-04,49.15924460699236,2868.625,2023-07-01,No
4910-GMJOT,Female,0,No,No,1,Yes,Yes,Fiber optic,986,5,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,84.95288160198712,57.20996952905636,30.058258538426227,2023-10-17,34.13972384173515,47.3,2023-09-01,No
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,Fiber optic,23,4,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,74.20954606735205,44.54813755273678,30.603852327756808,2023-10-07,0.0,1532.95,2023-09-02,No
4361-FEBGN,Male,0,No,No,48,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,No,96.379307262927,68.73232531090194,11.188213281499795,2025-02-21,0.0,483.59999999999997,2023-06-22,No
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,898,5,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,No,75.58158208910294,68.06074993600944,3.9462868668541775,2023-10-01,14.916827138615503,1519.5,2023-06-27,No
0380-ZCSBI,Male,0,No,No,10,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,No,75.83738793501894,81.42943094763707,5.307664471294576,2023-10-12,0.0,100.0,2023-07-24,No
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,Fiber optic,62,7,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,69.20319020473681,97.32514999485092,7.267961902681635,2023-10-20,0.0,631.8,2023-09-02,Yes
6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,73,1,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003,No,88.35353323627942,100.0,8.588797040383856,2025-03-28,0.0,1990.725,2023-07-26,No
3969-JQABI,Female,0,Yes,No,58,Yes,No,DSL,206,10,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,No,86.44703850716326,86.38051101440757,15.253871452360569,2023-10-04,0.0,1892.25,2023-07-06,No
9624-EGDEQ,Female,0,No,No,37,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,No,60.614840687556814,85.00844474944456,4.185305065735435,2025-01-31,0.0,366.3,2023-09-03,No
1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No,50.211292081018485,61.989422658472606,8.2129247591465,2023-10-26,0.0,431.20000000000005,2023-09-13,No
5849-ASHZJ,Male,0,No,Yes,27,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,No,66.95529043906514,74.57326200265979,14.765047491070248,2024-02-19,0.0,270.675,2023-09-11,No
5780-INQIK,Female,0,No,No,8,Yes,No,DSL,193,7,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No,57.99942153403531,72.12216248091761,8.500612627516938,2023-10-20,0.0,197.6,2023-09-08,No
7576-OYWBN,Male,1,No,No,3,Yes,Yes,Fiber optic,171,3,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,69.04713138076967,79.2727009247333,26.80467333583992,2023-10-17,0.0,114.07499999999999,2023-09-13,Yes
4526-ZJJTM,Female,1,Yes,No,25,Yes,No,Fiber optic,197,2,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,88.56157202026209,73.79152401748884,12.30207824921412,2023-10-28,0.0,1105.0,2023-07-27,No
8384-FZBJK,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,293,5,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,No,63.14047517369815,78.3185618141521,9.302289785360482,2023-10-15,0.0,2867.1,2023-08-30,Yes
3750-RNQKR,Female,0,No,No,12,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,No,69.35764928032637,75.27909422302872,11.283916286623615,2023-10-07,0.0,116.69999999999999,2023-08-30,No
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,No,70.87034102212593,60.20700189624212,8.857637280952297,2024-11-06,0.0,629.3000000000001,2023-07-23,No
3096-YXENJ,Female,0,Yes,No,65,Yes,Yes,Fiber optic,81,7,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No,82.72646323307927,87.47910256117534,13.33532736364177,2024-08-03,0.0,3498.625,2023-08-19,No
1265-BCFEO,Female,0,Yes,No,71,Yes,Yes,DSL,352,8,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No,36.29665999023092,69.27256974260193,2.274717962967824,2024-07-28,41.01384601612543,2855.975,2023-09-08,Yes
5837-LXSDN,Female,0,Yes,Yes,21,Yes,No,DSL,40,9,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,No,60.89949557852055,82.39246864111149,8.183439958057274,2024-02-12,0.0,617.9250000000001,2023-09-06,Yes
5945-AZYHT,Male,0,Yes,No,71,Yes,Yes,Fiber optic,973,6,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,No,73.16925538419208,100.0,11.48286338347154,2024-03-06,29.867816912717863,3890.7999999999997,2023-08-26,No
8325-QRPZR,Female,0,No,No,7,Yes,No,Fiber optic,389,9,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525,No,88.00118434640292,70.80615408413577,12.668476240030966,2023-10-06,21.37096371710067,263.02500000000003,2023-06-28,No
6384-VMJHP,Female,0,No,No,72,Yes,No,DSL,672,3,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,No,62.621463287406925,54.697124772536704,17.464763113769138,2024-10-12,15.353134519987726,2628.0,2023-09-03,Yes
2262-SLNVK,Female,0,No,No,1,Yes,No,Fiber optic,991,6,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,No,41.85170940937189,77.13995778119889,8.044876665672119,2023-10-04,35.182307875669466,35.05,2023-09-01,Yes
7730-CLDSV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,143,9,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,No,79.29567168949204,91.00959634998571,17.397408809304366,2024-09-06,0.0,3551.4,2023-06-25,No
1135-HIORI,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,362,1,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,No,60.46956416761556,99.58347454220592,6.704880866701648,2024-03-13,39.945809365048,3566.4,2023-09-04,Yes
0164-APGRB,Female,0,No,No,72,Yes,Yes,Fiber optic,742,9,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,No,52.155000113644576,67.70450405547584,16.643232057723218,2024-07-11,22.703471810444668,4136.400000000001,2023-09-09,Yes
6481-ESCNL,Female,0,No,No,29,Yes,Yes,Fiber optic,821,6,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,No,60.63481915430164,84.96699223236521,14.08733563349186,2023-10-23,10.005387720179414,1457.975,2023-09-12,Yes
1790-NESIO,Female,0,No,No,13,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.4,261.3,No,67.23211963516226,75.34689543219946,5.432707101838886,2024-10-02,0.0,132.6,2023-09-02,No
1550-EENBN,Female,0,No,No,31,Yes,Yes,Fiber optic,103,7,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,No,60.92883003192681,78.94051645695865,11.535196186259109,2023-10-21,0.0,1617.425,2023-09-09,Yes
5539-TMZLF,Male,1,No,No,1,Yes,No,Fiber optic,72,3,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,36.91650914351396,40.05644934369127,34.91005493060795,2023-10-06,0.0,34.875,2023-09-09,Yes
4323-SADQS,Male,0,Yes,Yes,7,No,No phone service,DSL,680,5,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,83.45599295330697,40.78548976571079,27.84614195659808,2023-10-11,38.27905949822865,120.75,2023-08-30,No
4446-BZKHU,Male,0,Yes,No,61,Yes,Yes,Fiber optic,38,1,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45,Yes,89.12312561918083,44.34607029714599,23.346754584896868,2023-10-12,0.0,3219.275,2023-09-13,No
5202-IVJNU,Female,0,No,Yes,39,No,No phone service,DSL,198,7,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes,79.77282987009258,52.43134655138489,26.14500493590636,2023-10-14,0.0,586.95,2023-08-30,No
5976-JCJRH,Male,0,Yes,No,10,Yes,No,Fiber optic,455,8,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,Yes,52.93471494362775,45.29796661214689,28.2576690431901,2023-10-09,10.152796906343324,351.5,2023-08-30,Yes
8198-RKSZG,Female,0,Yes,Yes,14,Yes,Yes,DSL,986,6,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,66.97762699078723,100.0,9.743820822339044,2023-10-01,19.87295476807609,563.15,2023-09-02,Yes
0137-OCGAB,Female,0,No,No,1,Yes,Yes,Fiber optic,962,9,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,69.90218027155812,56.12332214002512,34.97001394184424,2023-10-24,39.63616224608286,40.1,2023-09-10,Yes
3351-NQLDI,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,627,5,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,Yes,78.98191584342865,40.21411610011346,29.788660007826035,2024-03-18,22.65080598917227,3160.725,2023-09-07,No
9297-EONCV,Female,0,No,No,72,Yes,Yes,DSL,587,1,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,80.02510733077122,64.97029671604847,13.127922968375003,2025-03-04,14.07569552264054,3288.6,2023-08-24,No
7593-JNWRU,Male,0,Yes,Yes,6,Yes,No,DSL,205,2,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes,58.98739301832256,36.18408281536419,29.069258905171758,2023-09-29,0.0,133.8,2023-09-02,No
4588-YBNIB,Female,0,No,No,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,71.22993334620341,32.01785260590893,23.756682876186865,2023-10-28,0.0,9.8,2023-09-10,No
1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,505.45,No,76.85920606922862,82.53739661494573,8.883642057833452,2024-03-28,0.0,248.74999999999997,2023-07-24,No
3336-JORSO,Female,1,No,No,33,Yes,Yes,Fiber optic,543,10,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,3655.45,Yes,91.83733483220148,27.76425832062803,33.92741294914788,2023-10-23,22.533916703405726,1822.425,2023-09-03,No
7799-DSEWS,Male,0,No,No,18,Yes,No,DSL,516,5,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No,80.56759809737085,84.67693171765433,8.463768871691343,2023-10-06,41.55729887104029,615.15,2023-07-05,No
8766-PAFNE,Male,0,Yes,No,71,Yes,No,DSL,248,7,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,81.83585031063278,90.85786324939347,16.845472913814255,2025-02-15,0.0,2808.0499999999997,2023-08-08,No
5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,DSL,748,8,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.8,No,71.25739941894041,80.97983153470895,9.506395527721637,2024-03-30,27.35269678306118,714.0,2023-07-19,No
3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Fiber optic,712,7,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,91.15688717805256,83.08050539504103,14.132111620958833,2023-10-10,46.39772575417568,80.55,2023-07-16,No
0820-FNRNX,Male,0,Yes,Yes,17,Yes,Yes,DSL,544,4,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No,76.14644193939246,76.08351432578209,8.873242574779,2023-10-06,25.092722158527714,566.95,2023-06-27,No
0880-FVFWF,Male,0,No,No,56,Yes,Yes,Fiber optic,542,5,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No,57.08368134739644,82.69126941245108,18.333316296137617,2023-10-23,48.563136659604325,2419.2000000000003,2023-09-11,Yes
4611-ANLQC,Female,0,Yes,No,60,No,No phone service,DSL,642,4,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,No,91.05054955187786,76.56807724502589,6.608326853322533,2024-03-01,13.571580981022917,1501.5,2023-08-03,No
4213-HKBJO,Female,0,No,No,33,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,No,80.46854908808541,86.21571889856051,6.9292823437640765,2025-06-16,0.0,424.05,2023-08-03,No
2792-LSHWX,Female,0,No,No,1,Yes,No,Fiber optic,326,3,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No,63.354339683072766,76.30389663956366,17.622585905579516,2023-10-19,29.75256161827715,41.7,2023-09-01,Yes
5028-GZLDO,Male,0,No,No,2,Yes,No,Fiber optic,71,9,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,62.80760548901135,44.81930980524943,26.740239229883077,2023-10-04,0.0,70.7,2023-09-05,Yes
0014-BMAQU,Male,0,Yes,No,63,Yes,Yes,Fiber optic,318,3,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,5377.8,No,74.44863317711143,83.77100393902187,7.775268045523736,2024-12-08,35.30847514994404,2666.4750000000004,2023-06-16,No
6861-XWTWQ,Male,1,Yes,No,7,Yes,Yes,Fiber optic,420,8,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Yes,76.94777192901377,46.99019687606778,29.49986070529332,2023-10-01,38.15428366537325,347.375,2023-09-02,No
9018-PCIOK,Female,0,No,No,55,Yes,No,DSL,438,7,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,No,72.95938398446809,79.70737186315021,18.00537153082196,2025-07-05,10.174530786012363,1780.625,2023-08-09,No
4837-QUSFT,Female,0,Yes,No,65,Yes,Yes,Fiber optic,629,4,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,6643.5,No,74.66963010164328,91.26050250772168,14.459202897974064,2024-03-14,16.67812354988795,3254.875,2023-06-21,No
6877-TJMBR,Male,0,Yes,No,1,Yes,No,Fiber optic,16,3,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,84.8,Yes,95.49936061864572,43.68562972516817,37.40091538440932,2023-10-12,0.0,42.4,2023-09-01,No
9953-ZMKSM,Male,0,No,No,63,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1559.3,No,86.07314728352328,79.48606276411513,9.226751467195832,2024-07-12,0.0,795.375,2023-07-18,No
0907-HQNTS,Female,1,Yes,No,70,Yes,Yes,Fiber optic,845,4,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.6,No,72.85953386897536,62.26967531793119,0.9335326399142084,2025-06-01,48.64190020514709,3955.0,2023-08-01,No
7665-NKLAV,Female,0,Yes,Yes,36,No,No phone service,DSL,378,7,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1547.35,No,84.11965871151224,92.61921500713991,9.903408478640822,2025-02-12,40.44151161003132,731.6999999999999,2023-06-29,No
6769-DCQLI,Male,0,No,No,52,Yes,No,Fiber optic,318,3,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85,Yes,54.5121414470869,62.43405797187162,32.54381665524652,2024-03-15,48.03090830925352,2730.0,2023-09-01,Yes
2433-KMEAS,Male,0,No,No,22,Yes,Yes,DSL,826,6,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.45,1127.35,Yes,75.96890574920214,62.28030209608135,21.85872976142413,2023-10-13,38.10162006139228,598.95,2023-09-07,No
4391-LNRXK,Male,0,No,No,22,Yes,No,Fiber optic,936,2,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,No,97.13959524599665,70.94267699137382,10.508150267667125,2023-10-04,21.922088345577727,1044.45,2023-06-20,No
8250-ZNGGW,Female,1,No,No,5,Yes,No,DSL,528,10,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,No,66.72931156911439,73.46233661351181,15.836088666521864,2023-10-01,14.214596890034258,149.75,2023-09-13,Yes
2195-ZRVAX,Female,0,Yes,No,47,Yes,No,Fiber optic,883,7,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,4045.65,Yes,57.28549107071373,46.65197012555498,21.15244881823764,2023-10-22,41.272954533797424,2004.55,2023-09-13,Yes
3550-SAHFP,Female,0,No,No,33,Yes,Yes,Fiber optic,455,8,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.35,2757.85,Yes,60.21866667110409,32.060788868080365,29.67844774940377,2023-10-06,35.76596885903663,1375.2749999999999,2023-08-31,Yes
2011-TRQYE,Male,0,No,No,18,No,No phone service,DSL,22,3,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600,Yes,53.655504439864174,44.33294891944947,23.93629692562597,2023-09-29,0.0,301.5,2023-09-01,No
8562-GHPPI,Female,0,No,No,1,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.8,19.8,No,58.22857137808445,74.04338705956508,17.94223588120056,2023-10-25,0.0,9.9,2023-09-11,No
5893-PYOLZ,Male,0,No,No,56,Yes,No,DSL,860,3,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,No,64.44237852114956,93.74438093170818,6.575064104281262,2024-08-31,48.271992619371446,2290.4,2023-09-06,Yes
4986-MXSFP,Female,0,No,No,2,Yes,No,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,40.9,No,48.91649471232037,58.64325786021304,14.005908819940911,2023-10-04,0.0,20.0,2023-09-13,No
6131-FOYAS,Male,0,No,No,35,Yes,Yes,DSL,275,1,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No,70.23427500924404,100.0,13.827010780066749,2023-09-30,0.0,1043.0,2023-08-16,No
3027-YNWZU,Female,0,Yes,No,64,Yes,Yes,No,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,No,83.53415760679971,90.56056809066052,15.367063512052226,2025-08-23,0.0,800.0,2023-07-08,No
5609-IMCGG,Female,0,No,No,15,Yes,Yes,Fiber optic,784,4,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,No,56.38365729779619,82.23238914129159,12.493449560677725,2023-10-21,18.35530896020655,632.625,2023-09-11,Yes
4873-ILOLJ,Male,0,No,No,24,Yes,No,Fiber optic,462,3,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,Yes,92.78925885462652,44.00178606082939,33.242733738164986,2023-10-14,24.74828683459181,1084.1999999999998,2023-09-04,No
4727-MCYZG,Male,0,No,No,1,Yes,No,DSL,147,7,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,No,77.66188132791392,79.45105999383713,0.2875115451911512,2023-09-29,0.0,27.775,2023-08-29,No
9481-WHGWY,Female,0,Yes,Yes,70,Yes,No,DSL,719,4,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,No,85.45870878436085,82.85554074857657,9.2228878373612,2025-07-28,12.094200807498897,2637.25,2023-06-30,No
2725-KXXWT,Male,0,Yes,No,1,Yes,No,Fiber optic,891,1,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes,60.13248169221794,43.42865037721942,30.21131532482489,2023-10-28,40.70270514071673,45.375,2023-09-01,Yes
9565-DJPIB,Female,0,No,Yes,4,Yes,Yes,Fiber optic,777,1,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,Yes,82.81787840599924,43.02281096101756,30.826923845119317,2023-10-20,26.66017727615516,179.2,2023-09-13,No
4328-VUFWD,Female,0,No,No,39,Yes,No,DSL,340,4,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No,53.6209914940703,85.21122428379338,4.221462125415424,2024-03-09,42.887195472656934,1156.35,2023-09-02,Yes
